"Gene ID","Name/ID/Alias","Type","Source"
"PF3D7_0701900","D9HMR5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0701900","D9HMS2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0701900","D9HMU9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0701900","D9HMV0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702000","XP_002808747.1","alternate ID","RefSeq_peptide"
"PF3D7_0702000","MAL7P1.6","previous ID","N/A"
"PF3D7_0702000","XM_002808701.1","alternate ID","RefSeq_dna"
"PF3D7_0702000","C0H4K0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702000","CAX64020.1","alternate ID","protein_id"
"PF3D7_0702000","UPI0001981F8A","alternate ID","UniParc"
"PF3D7_0702100","MAL7P1.7","previous ID","N/A"
"PF3D7_0702200","CAD50795.1","alternate ID","protein_id"
"PF3D7_0702200","XM_001348921.1","alternate ID","RefSeq_dna"
"PF3D7_0702200","UPI0000085725","alternate ID","UniParc"
"PF3D7_0702200","XP_001348957.1","alternate ID","RefSeq_peptide"
"PF3D7_0702200","LPL20","name","N/A"
"PF3D7_0702200","PF07_0005","previous ID","N/A"
"PF3D7_0702200","Q8IC45","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","B0Z8G0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","B0Z8D0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","B0Z8I2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","Q8IC44","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","B0Z8H9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","B0Z8G8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","CAD50796.1","alternate ID","protein_id"
"PF3D7_0702300","STARP","name","N/A"
"PF3D7_0702300","Q26021","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","B0Z8C8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","UPI0000085726","alternate ID","UniParc"
"PF3D7_0702300","XM_001348922.1","alternate ID","RefSeq_dna"
"PF3D7_0702300","B0Z8I0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","B0Z860","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","B0Z8H0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702300","PF07_0006","previous ID","N/A"
"PF3D7_0702300","XP_001348958.1","alternate ID","RefSeq_peptide"
"PF3D7_0702400","CAD50797.1","alternate ID","protein_id"
"PF3D7_0702400","Q8IC43","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702400","XM_001348923.1","alternate ID","RefSeq_dna"
"PF3D7_0702400","SEMP1","name","N/A"
"PF3D7_0702400","XP_001348959.1","alternate ID","RefSeq_peptide"
"PF3D7_0702400","UPI0000085727","alternate ID","UniParc"
"PF3D7_0702400","PF07_0007","previous ID","N/A"
"PF3D7_0702500","XM_001348924.1","alternate ID","RefSeq_dna"
"PF3D7_0702500","CAD50798.1","alternate ID","protein_id"
"PF3D7_0702500","UPI0000085728","alternate ID","UniParc"
"PF3D7_0702500","Q8IC42","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702500","XP_001348960.1","alternate ID","RefSeq_peptide"
"PF3D7_0702500","PF07_0008","previous ID","N/A"
"PF3D7_0702600","Q8I6S7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702600","XM_001348925.1","alternate ID","RefSeq_dna"
"PF3D7_0702600","XP_001348961.1","alternate ID","RefSeq_peptide"
"PF3D7_0702600","CAD50799.1","alternate ID","protein_id"
"PF3D7_0702600","UPI0000085D90","alternate ID","UniParc"
"PF3D7_0702600","PF07_0009","previous ID","N/A"
"PF3D7_0702700","MAL7_tRNA_Ala1","previous ID","N/A"
"PF3D7_0702700","RF00005","alternate ID","annotation"
"PF3D7_0702700","MAL7_tRNA_Ala1:tRNA","previous ID","N/A"
"PF3D7_0702800","MAL7_tRNA_Tyr1:tRNA","previous ID","N/A"
"PF3D7_0702800","RF00005","alternate ID","annotation"
"PF3D7_0702800","MAL7_tRNA_Tyr1","previous ID","N/A"
"PF3D7_0702900","CAX64021.1","alternate ID","protein_id"
"PF3D7_0702900","XP_002808748.1","alternate ID","RefSeq_peptide"
"PF3D7_0702900","MAL7P1.10","previous ID","N/A"
"PF3D7_0702900","PF3D7_0702900","name","annotation"
"PF3D7_0702900","C0H4K1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0702900","UPI0001981F93","alternate ID","UniParc"
"PF3D7_0702900","XM_002808702.1","alternate ID","RefSeq_dna"
"PF3D7_0703000","CAD50801.1","alternate ID","protein_id"
"PF3D7_0703000","XM_001348927.1","alternate ID","RefSeq_dna"
"PF3D7_0703000","PF07_0010","previous ID","N/A"
"PF3D7_0703000","PF3D7_0703000","name","annotation"
"PF3D7_0703000","Q8IC40","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703000","XP_001348963.1","alternate ID","RefSeq_peptide"
"PF3D7_0703000","UPI000008572A","alternate ID","UniParc"
"PF3D7_0703100","PF07_0011","previous ID","N/A"
"PF3D7_0703100","XM_001348928.1","alternate ID","RefSeq_dna"
"PF3D7_0703100","CIA2","name","N/A"
"PF3D7_0703100","XP_001348964.1","alternate ID","RefSeq_peptide"
"PF3D7_0703100","Q8IC39","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703100","CAD50802.1","alternate ID","protein_id"
"PF3D7_0703100","UPI000008572B","alternate ID","UniParc"
"PF3D7_0703200","XP_001348965.1","alternate ID","RefSeq_peptide"
"PF3D7_0703200","Q8IC38","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703200","XM_001348929.1","alternate ID","RefSeq_dna"
"PF3D7_0703200","PF07_0012","previous ID","N/A"
"PF3D7_0703200","UPI000008572C","alternate ID","UniParc"
"PF3D7_0703200","CAD50803.1","alternate ID","protein_id"
"PF3D7_0703300","XP_001348966.1","alternate ID","RefSeq_peptide"
"PF3D7_0703300","UPI000008572D","alternate ID","UniParc"
"PF3D7_0703300","MAL7P1.11","previous ID","N/A"
"PF3D7_0703300","Q8IC37","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703300","CAD50804.1","alternate ID","protein_id"
"PF3D7_0703300","XM_001348930.1","alternate ID","RefSeq_dna"
"PF3D7_0703400","UPI000008572E","alternate ID","UniParc"
"PF3D7_0703400","PF07_0013","previous ID","N/A"
"PF3D7_0703400","PF3D7_0703400","name","annotation"
"PF3D7_0703400","XP_001348967.1","alternate ID","RefSeq_peptide"
"PF3D7_0703400","XM_001348931.1","alternate ID","RefSeq_dna"
"PF3D7_0703400","VWP73975.1","alternate ID","protein_id"
"PF3D7_0703400","A0A5K1K8R2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703400","1837.m00005","previous ID","N/A"
"PF3D7_0703500","UPI00078EB319","alternate ID","UniParc"
"PF3D7_0703500","Q8IC35","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703500","CAD50806.2","alternate ID","protein_id"
"PF3D7_0703500","Q9GVB0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703500","MAL7P1.166","previous ID","N/A"
"PF3D7_0703500","MAL7P1.12","previous ID","N/A"
"PF3D7_0703600","MAL7P1.165","previous ID","N/A"
"PF3D7_0703600","PF3D7_0703600","name","annotation"
"PF3D7_0703600","MAL7P1.13","previous ID","N/A"
"PF3D7_0703600","UPI0001981F97","alternate ID","UniParc"
"PF3D7_0703700","XP_001348970.1","alternate ID","RefSeq_peptide"
"PF3D7_0703700","Q8IC33","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703700","XM_001348934.1","alternate ID","RefSeq_dna"
"PF3D7_0703700","MAL7P1.14","previous ID","N/A"
"PF3D7_0703700","UPI0000085731","alternate ID","UniParc"
"PF3D7_0703700","CAD50808.1","alternate ID","protein_id"
"PF3D7_0703800","Q8IC32","alternate ID","Uniprot/SWISSPROT"
"PF3D7_0703800","UPI0000085732","alternate ID","UniParc"
"PF3D7_0703800","PF07_0014","previous ID","N/A"
"PF3D7_0703800","XM_001348935.1","alternate ID","RefSeq_dna"
"PF3D7_0703800","A0A5K1K890","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703800","VWP73979.1","alternate ID","protein_id"
"PF3D7_0703800","XP_001348971.1","alternate ID","RefSeq_peptide"
"PF3D7_0703800","CAD50809.1","alternate ID","protein_id"
"PF3D7_0703900","XM_001348936.1","alternate ID","RefSeq_dna"
"PF3D7_0703900","MAL7P1.15","previous ID","N/A"
"PF3D7_0703900","XP_001348972.1","alternate ID","RefSeq_peptide"
"PF3D7_0703900","CZT62661.1","alternate ID","protein_id"
"PF3D7_0703900","PF3D7_0703900","name","annotation"
"PF3D7_0703900","A0A143ZY62","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0703900","UPI00078EF7AD","alternate ID","UniParc"
"PF3D7_0704000","CAX64023.1","alternate ID","protein_id"
"PF3D7_0704000","C0H4K3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704000","XM_002808704.1","alternate ID","RefSeq_dna"
"PF3D7_0704000","UPI0001981F9D","alternate ID","UniParc"
"PF3D7_0704000","MAL7P1.16","previous ID","N/A"
"PF3D7_0704000","XP_002808750.1","alternate ID","RefSeq_peptide"
"PF3D7_0704100","XP_002808751.1","alternate ID","RefSeq_peptide"
"PF3D7_0704100","PF3D7_0704100","name","annotation"
"PF3D7_0704100","BTP2","name","N/A"
"PF3D7_0704100","MAL7P1.17","previous ID","N/A"
"PF3D7_0704100","UPI0001981F9E","alternate ID","UniParc"
"PF3D7_0704100","C0H4K4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704100","XM_002808705.1","alternate ID","RefSeq_dna"
"PF3D7_0704100","CAX64024.1","alternate ID","protein_id"
"PF3D7_0704200","NSUN1","name","N/A"
"PF3D7_0704200","PF07_0015","previous ID","N/A"
"PF3D7_0704200","XM_001348939.1","alternate ID","RefSeq_dna"
"PF3D7_0704200","UPI0000085735","alternate ID","UniParc"
"PF3D7_0704200","XP_001348975.1","alternate ID","RefSeq_peptide"
"PF3D7_0704200","CAD50813.1","alternate ID","protein_id"
"PF3D7_0704200","1IXK","alternate ID","N/A"
"PF3D7_0704200","Q8IC28","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704300","BLEB","name","N/A"
"PF3D7_0704300","A0A143ZVW7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704300","XP_001348976.1","alternate ID","RefSeq_peptide"
"PF3D7_0704300","CZT62662.1","alternate ID","protein_id"
"PF3D7_0704300","UPI00078C9AF9","alternate ID","UniParc"
"PF3D7_0704300","PF07_0016","previous ID","N/A"
"PF3D7_0704300","XM_001348940.1","alternate ID","RefSeq_dna"
"PF3D7_0704400","PF07_0017","previous ID","N/A"
"PF3D7_0704400","Q8IC26","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704400","XP_001348977.1","alternate ID","RefSeq_peptide"
"PF3D7_0704400","XM_001348941.1","alternate ID","RefSeq_dna"
"PF3D7_0704400","CAD50815.1","alternate ID","protein_id"
"PF3D7_0704400","UPI0000085737","alternate ID","UniParc"
"PF3D7_0704500","UPI0001981FA4","alternate ID","UniParc"
"PF3D7_0704500","MAL7P1.18","previous ID","N/A"
"PF3D7_0704500","XM_002808706.1","alternate ID","RefSeq_dna"
"PF3D7_0704500","C0H4K5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704500","PF3D7_0704500","name","annotation"
"PF3D7_0704500","CAX64025.1","alternate ID","protein_id"
"PF3D7_0704500","XP_002808752.1","alternate ID","RefSeq_peptide"
"PF3D7_0704600","CAX64026.1","alternate ID","protein_id"
"PF3D7_0704600","UPI0001981FAD","alternate ID","UniParc"
"PF3D7_0704600","PF3D7_0704600","name","annotation"
"PF3D7_0704600","PfUT","synonym","N/A"
"PF3D7_0704600","MAL7P1.19","previous ID","N/A"
"PF3D7_0704600","UT","name","N/A"
"PF3D7_0704600","XP_002808753.1","alternate ID","RefSeq_peptide"
"PF3D7_0704600","XM_002808707.1","alternate ID","RefSeq_dna"
"PF3D7_0704600","C0H4K6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704700","PF07_0018","previous ID","N/A"
"PF3D7_0704700","XM_001348944.1","alternate ID","RefSeq_dna"
"PF3D7_0704700","PPAT","name","N/A"
"PF3D7_0704700","XP_001348980.1","alternate ID","RefSeq_peptide"
"PF3D7_0704700","CAD50818.1","alternate ID","protein_id"
"PF3D7_0704700","PF3D7_0704700","name","annotation"
"PF3D7_0704700","Q8IC23","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704700","UPI000008573A","alternate ID","UniParc"
"PF3D7_0704800","UPI000008573B","alternate ID","UniParc"
"PF3D7_0704800","04658+3.1.3.16","alternate ID","KEGG_Enzyme"
"PF3D7_0704800","PF3D7_0704800","name","annotation"
"PF3D7_0704800","XP_001348981.1","alternate ID","RefSeq_peptide"
"PF3D7_0704800","04660+3.1.3.16","alternate ID","KEGG_Enzyme"
"PF3D7_0704800","PPM12","name","N/A"
"PF3D7_0704800","Q8IC22","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704800","PF07_0019","previous ID","N/A"
"PF3D7_0704800","CAD50819.1","alternate ID","protein_id"
"PF3D7_0704800","XM_001348945.1","alternate ID","RefSeq_dna"
"PF3D7_0704800","05235+3.1.3.16","alternate ID","KEGG_Enzyme"
"PF3D7_0704900","UPI0003E404EF","alternate ID","UniParc"
"PF3D7_0704900","1GQE","alternate ID","N/A"
"PF3D7_0704900","CAD50820.2","alternate ID","protein_id"
"PF3D7_0704900","XM_001348946.1","alternate ID","RefSeq_dna"
"PF3D7_0704900","RF2Api","synonym","N/A"
"PF3D7_0704900","XP_001348982.1","alternate ID","RefSeq_peptide"
"PF3D7_0704900","Q8IC21","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0704900","MAL7P1.20","previous ID","N/A"
"PF3D7_0704900","RF2","name","N/A"
"PF3D7_0704900","PF3D7_0704900","name","annotation"
"PF3D7_0705000","PF07_0020","previous ID","N/A"
"PF3D7_0705000","XP_001348983.1","alternate ID","RefSeq_peptide"
"PF3D7_0705000","UPI000008573D","alternate ID","UniParc"
"PF3D7_0705000","CAD50821.1","alternate ID","protein_id"
"PF3D7_0705000","PF3D7_0705000","name","annotation"
"PF3D7_0705000","Q8IC20","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0705000","XM_001348947.1","alternate ID","RefSeq_dna"
"PF3D7_0705100","PF07_0021","previous ID","N/A"
"PF3D7_0705100","XM_001348948.1","alternate ID","RefSeq_dna"
"PF3D7_0705100","Q8IC19","alternate ID","Uniprot/SWISSPROT"
"PF3D7_0705100","CAD50822.1","alternate ID","protein_id"
"PF3D7_0705100","PF3D7_0705100","name","annotation"
"PF3D7_0705100","UPI000008573E","alternate ID","UniParc"
"PF3D7_0705100","XP_001348984.1","alternate ID","RefSeq_peptide"
"PF3D7_0705200","XP_001348985.1","alternate ID","RefSeq_peptide"
"PF3D7_0705200","Q8IC18","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0705200","CAD50823.1","alternate ID","protein_id"
"PF3D7_0705200","XM_001348949.1","alternate ID","RefSeq_dna"
"PF3D7_0705200","UPI000008573F","alternate ID","UniParc"
"PF3D7_0705200","PF07_0022","previous ID","N/A"
"PF3D7_0705300","MAL7P1.21","previous ID","N/A"
"PF3D7_0705300","Q8IC17","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0705300","XM_001348950.1","alternate ID","RefSeq_dna"
"PF3D7_0705300","UPI0000085740","alternate ID","UniParc"
"PF3D7_0705300","CAD50824.1","alternate ID","protein_id"
"PF3D7_0705300","ORC2","name","N/A"
"PF3D7_0705300","XP_001348986.1","alternate ID","RefSeq_peptide"
"PF3D7_0705300","PF3D7_0705300","name","annotation"
"PF3D7_0705400","UPI0000085741","alternate ID","UniParc"
"PF3D7_0705400","Q8IC16","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0705400","PF07_0023","previous ID","N/A"
"PF3D7_0705400","CAD50825.1","alternate ID","protein_id"
"PF3D7_0705400","XP_001348987.1","alternate ID","RefSeq_peptide"
"PF3D7_0705400","XM_001348951.1","alternate ID","RefSeq_dna"
"PF3D7_0705400","PF3D7_0705400","name","annotation"
"PF3D7_0705400","MCM7","name","N/A"
"PF3D7_0705500","PF3D7_0705500","name","annotation"
"PF3D7_0705500","CAD50826.1","alternate ID","protein_id"
"PF3D7_0705500","XP_001348988.1","alternate ID","RefSeq_peptide"
"PF3D7_0705500","XM_001348952.1","alternate ID","RefSeq_dna"
"PF3D7_0705500","PF07_0024","previous ID","N/A"
"PF3D7_0705500","Q8IC15","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0705500","UPI0000085742","alternate ID","UniParc"
"PF3D7_0705600","PF3D7_0705600","name","annotation"
"PF3D7_0705600","XP_002808754.1","alternate ID","RefSeq_peptide"
"PF3D7_0705600","XM_002808708.1","alternate ID","RefSeq_dna"
"PF3D7_0705600","UPI0001981FC5","alternate ID","UniParc"
"PF3D7_0705600","C0H4K7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0705600","MAL7P1.201","previous ID","N/A"
"PF3D7_0705600","CAX64027.1","alternate ID","protein_id"
"PF3D7_0705700","CAX64028.1","alternate ID","protein_id"
"PF3D7_0705700","MAL7P1.300","previous ID","N/A"
"PF3D7_0705700","XM_002808709.1","alternate ID","RefSeq_dna"
"PF3D7_0705700","XP_002808755.1","alternate ID","RefSeq_peptide"
"PF3D7_0705700","3JBP","alternate ID","PDB"
"PF3D7_0705700","C0H4K8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0705700","3JBO","alternate ID","PDB"
"PF3D7_0705700","UPI0001981FC6","alternate ID","UniParc"
"PF3D7_0705700","3J7A","alternate ID","PDB"
"PF3D7_0705700","6OKK","alternate ID","PDB"
"PF3D7_0705700","3JBN","alternate ID","PDB"
"PF3D7_0705800","UPI0003E43529","alternate ID","UniParc"
"PF3D7_0705800","CZT62663.1","alternate ID","protein_id"
"PF3D7_0705800","A0A143ZVI9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0705800","MAL7P1.339","previous ID","N/A"
"PF3D7_0705800","CRISP","name","N/A"
"PF3D7_0705900","MAL7P1.340","previous ID","N/A"
"PF3D7_0705900","UPI0001981FC8","alternate ID","UniParc"
"PF3D7_0705900","C0H4L0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0705900","XP_002808757.1","alternate ID","RefSeq_peptide"
"PF3D7_0705900","XM_002808711.1","alternate ID","RefSeq_dna"
"PF3D7_0705900","CAX64030.1","alternate ID","protein_id"
"PF3D7_0706000","XM_002808712.1","alternate ID","RefSeq_dna"
"PF3D7_0706000","C0H4L1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706000","MAL7P1.202","previous ID","N/A"
"PF3D7_0706000","PF3D7_0706000","name","annotation"
"PF3D7_0706000","XP_002808758.1","alternate ID","RefSeq_peptide"
"PF3D7_0706000","CAX64031.1","alternate ID","protein_id"
"PF3D7_0706000","UPI0001981FC9","alternate ID","UniParc"
"PF3D7_0706100","A0A143ZXJ2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706100","MAL7P1.203","previous ID","N/A"
"PF3D7_0706100","UPI00078D1DA3","alternate ID","UniParc"
"PF3D7_0706100","CZT62664.1","alternate ID","protein_id"
"PF3D7_0706100","PF3D7_0706100","name","annotation"
"PF3D7_0706200","MAL7P1.203b","previous ID","N/A"
"PF3D7_0706200","A0A143ZVJ1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706200","CZT62665.1","alternate ID","protein_id"
"PF3D7_0706200","UPI0003E43714","alternate ID","UniParc"
"PF3D7_0706300","CAX64034.1","alternate ID","protein_id"
"PF3D7_0706300","AKIT11","name","N/A"
"PF3D7_0706300","XM_002808715.1","alternate ID","RefSeq_dna"
"PF3D7_0706300","MAL7P1.203a","previous ID","N/A"
"PF3D7_0706300","UPI0001981FBB","alternate ID","UniParc"
"PF3D7_0706300","XP_002808761.1","alternate ID","RefSeq_peptide"
"PF3D7_0706300","C0H4L4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706400","UPI0001981FBC","alternate ID","UniParc"
"PF3D7_0706400","3JBO","alternate ID","PDB"
"PF3D7_0706400","XP_002808762.1","alternate ID","RefSeq_peptide"
"PF3D7_0706400","CAX64035.1","alternate ID","protein_id"
"PF3D7_0706400","RPL37","name","N/A"
"PF3D7_0706400","XM_002808716.1","alternate ID","RefSeq_dna"
"PF3D7_0706400","MAL7P1.320","previous ID","N/A"
"PF3D7_0706400","3JBP","alternate ID","PDB"
"PF3D7_0706400","PF3D7_0706400","name","annotation"
"PF3D7_0706400","C0H4L5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706400","3J79","alternate ID","PDB"
"PF3D7_0706400","3JBN","alternate ID","PDB"
"PF3D7_0706400","5UMD","alternate ID","PDB"
"PF3D7_0706500","UPI0001981FBD","alternate ID","UniParc"
"PF3D7_0706500","CAX64036.1","alternate ID","protein_id"
"PF3D7_0706500","MAL7P1.204","previous ID","N/A"
"PF3D7_0706500","C0H4L6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706500","XP_002808763.1","alternate ID","RefSeq_peptide"
"PF3D7_0706500","XM_002808717.1","alternate ID","RefSeq_dna"
"PF3D7_0706600","MAL7P1.205","previous ID","N/A"
"PF3D7_0706600","XM_002808718.1","alternate ID","RefSeq_dna"
"PF3D7_0706600","XP_002808764.1","alternate ID","RefSeq_peptide"
"PF3D7_0706600","Q8IAK0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706600","CAX64037.1","alternate ID","protein_id"
"PF3D7_0706600","UPI0000085939","alternate ID","UniParc"
"PF3D7_0706600","C0H4L7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706700","C0H4L8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706700","MAL7P1.206","previous ID","N/A"
"PF3D7_0706700","XM_002808719.1","alternate ID","RefSeq_dna"
"PF3D7_0706700","PF00_0002","previous ID","N/A"
"PF3D7_0706700","PF3D7_0706700","name","annotation"
"PF3D7_0706700","UPI000008593A","alternate ID","UniParc"
"PF3D7_0706700","MSH2-2","name","N/A"
"PF3D7_0706700","XP_002808765.1","alternate ID","RefSeq_peptide"
"PF3D7_0706700","CAX64038.1","alternate ID","protein_id"
"PF3D7_0706700","Q8IAJ9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0706800","RF00005","alternate ID","annotation"
"PF3D7_0706800","MAL7_tRNA_Thr1:tRNA","previous ID","N/A"
"PF3D7_0706800","MAL7_tRNA_Thr1","previous ID","N/A"
"PF3D7_0706900","MAL7_tRNA_His1:tRNA","previous ID","N/A"
"PF3D7_0706900","MAL7_tRNA_His1","previous ID","N/A"
"PF3D7_0706900","RF00005","alternate ID","annotation"
"PF3D7_0707000","RF00005","alternate ID","annotation"
"PF3D7_0707000","MAL7_tRNA_Lys1:tRNA","previous ID","N/A"
"PF3D7_0707000","MAL7_tRNA_Lys1","previous ID","N/A"
"PF3D7_0707100","MAL7_tRNA_Lys2","previous ID","N/A"
"PF3D7_0707100","MAL7_tRNA_Lys2:tRNA","previous ID","N/A"
"PF3D7_0707100","RF00005","alternate ID","annotation"
"PF3D7_0707200","Q8IAJ8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707200","C0H4L9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707200","MAL7P1.207","previous ID","N/A"
"PF3D7_0707200","XM_002808720.1","alternate ID","RefSeq_dna"
"PF3D7_0707200","XP_002808766.1","alternate ID","RefSeq_peptide"
"PF3D7_0707200","CAX64039.1","alternate ID","protein_id"
"PF3D7_0707200","UPI000008593B","alternate ID","UniParc"
"PF3D7_0707300","C0H4M0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","PF3D7_0707300","name","annotation"
"PF3D7_0707300","C4N8B8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","Q6VVE5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","B9VGW8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C4N8B9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C4N8C9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C5HXN4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","B9VGX2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C4N8C1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C4N8C6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C5HXN3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C5HXN8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C5HXR7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C5HXT8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","B9VGW9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","B9VGX1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","B9VGY0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C4N8B7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","CAX64040.1","alternate ID","protein_id"
"PF3D7_0707300","MAL7P1.208","previous ID","N/A"
"PF3D7_0707300","C4N8C0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C5HXP2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","XM_002808721.1","alternate ID","RefSeq_dna"
"PF3D7_0707300","B9VGW5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","B9VGW7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","B9VGX9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C5HXU4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","UPI000198205C","alternate ID","UniParc"
"PF3D7_0707300","C4N8B5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C4N8C8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C5HXP0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","RAMA","name","N/A"
"PF3D7_0707300","XP_002808767.1","alternate ID","RefSeq_peptide"
"PF3D7_0707300","B9VGX3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707300","C4N8B3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707400","CAX64041.1","alternate ID","protein_id"
"PF3D7_0707400","XP_002808768.1","alternate ID","RefSeq_peptide"
"PF3D7_0707400","MAL7P1.209","previous ID","N/A"
"PF3D7_0707400","C0H4M1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707400","UPI000198205D","alternate ID","UniParc"
"PF3D7_0707400","XM_002808722.1","alternate ID","RefSeq_dna"
"PF3D7_0707400","ATAD3A","name","N/A"
"PF3D7_0707500","UPI0000085743","alternate ID","UniParc"
"PF3D7_0707500","XM_001348953.1","alternate ID","RefSeq_dna"
"PF3D7_0707500","Q8IC14","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707500","XP_001348989.1","alternate ID","RefSeq_peptide"
"PF3D7_0707500","CAD50827.1","alternate ID","protein_id"
"PF3D7_0707500","MAL7P1.22","previous ID","N/A"
"PF3D7_0707600","MED10","name","N/A"
"PF3D7_0707600","PF07_0025","previous ID","N/A"
"PF3D7_0707600","XP_001348990.1","alternate ID","RefSeq_peptide"
"PF3D7_0707600","Q8IC13","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0707600","CAD50828.1","alternate ID","protein_id"
"PF3D7_0707600","PF3D7_0707600","name","annotation"
